sample_id,noisy_filename,clean_filename,noise_category,target_snr_db,measured_snr_db,duration_sec
S0759,S0759_snr_15dB_siren.wav,male_0856.wav,siren,15,15.0,8.8267
S0760,S0760_snr_15dB_siren.wav,male_0170.wav,siren,15,15.0,4.3912
S0761,S0761_snr_15dB_siren.wav,male_0563.wav,siren,15,15.0,4.7781
S0762,S0762_snr_15dB_siren.wav,male_0487.wav,siren,15,15.0,10.43
S0763,S0763_snr_15dB_siren.wav,male_0676.wav,siren,15,15.0,4.2581
S0764,S0764_snr_15dB_siren.wav,male_0132.wav,siren,15,15.0,5.7527
S0765,S0765_snr_15dB_gunshot.wav,male_0129.wav,gunshot,15,15.0,6.8456
S0766,S0766_snr_15dB_gunshot.wav,male_0546.wav,gunshot,15,15.0,12.1653
S0767,S0767_snr_15dB_gunshot.wav,male_0071.wav,gunshot,15,15.0,7.5209
S0768,S0768_snr_15dB_gunshot.wav,male_0498.wav,gunshot,15,15.0,3.3003
S0769,S0769_snr_15dB_gunshot.wav,male_0750.wav,gunshot,15,15.0,3.6014
S0770,S0770_snr_15dB_gunshot.wav,male_0088.wav,gunshot,15,15.0,11.2867
S0771,S0771_snr_15dB_gunshot.wav,male_0934.wav,gunshot,15,15.0,11.1017
S0772,S0772_snr_15dB_gunshot.wav,male_0866.wav,gunshot,15,15.0,3.7337
S0773,S0773_snr_15dB_gunshot.wav,male_0247.wav,gunshot,15,15.0,13.4523
S0775,S0775_snr_15dB_gunshot.wav,male_0246.wav,gunshot,15,15.0,10.3534
S0776,S0776_snr_15dB_gunshot.wav,male_0315.wav,gunshot,15,15.0,9.1
S0777,S0777_snr_15dB_gunshot.wav,male_0372.wav,gunshot,15,15.0,5.0636
S0778,S0778_snr_15dB_gunshot.wav,male_0809.wav,gunshot,15,15.0,9.2073
S0780,S0780_snr_15dB_gunshot.wav,male_0501.wav,gunshot,15,15.0,9.6335
S0781,S0781_snr_15dB_gunshot.wav,male_0332.wav,gunshot,15,15.0,3.079
S0782,S0782_snr_15dB_gunshot.wav,male_0614.wav,gunshot,15,15.0,15.7635
S0783,S0783_snr_15dB_gunshot.wav,male_0001.wav,gunshot,15,15.0,6.5406
S0785,S0785_snr_15dB_gunshot.wav,male_0553.wav,gunshot,15,15.0,7.0666
S0786,S0786_snr_15dB_gunshot.wav,male_0166.wav,gunshot,15,15.0,5.0271
S0789,S0789_snr_15dB_helicopter.wav,male_0835.wav,helicopter,15,15.0,3.1803
S0790,S0790_snr_15dB_helicopter.wav,male_0974.wav,helicopter,15,15.0,7.7611
S0791,S0791_snr_15dB_helicopter.wav,male_0895.wav,helicopter,15,15.0,9.2886
S0793,S0793_snr_15dB_helicopter.wav,male_1000.wav,helicopter,15,15.0,4.8618
S0795,S0795_snr_15dB_helicopter.wav,male_0641.wav,helicopter,15,15.0,5.6067
S0797,S0797_snr_15dB_helicopter.wav,male_0520.wav,helicopter,15,15.0,4.1204
S0798,S0798_snr_15dB_helicopter.wav,male_0183.wav,helicopter,15,15.0,14.3909
S0799,S0799_snr_15dB_helicopter.wav,male_0781.wav,helicopter,15,15.0,3.0256
S0800,S0800_snr_15dB_helicopter.wav,male_0513.wav,helicopter,15,15.0,5.9319
S0801,S0801_snr_15dB_helicopter.wav,male_0931.wav,helicopter,15,15.0,5.3747
S0803,S0803_snr_15dB_helicopter.wav,male_0740.wav,helicopter,15,15.0,13.3151
S0804,S0804_snr_15dB_helicopter.wav,male_0004.wav,helicopter,15,15.0,5.5071
S0805,S0805_snr_15dB_helicopter.wav,male_0909.wav,helicopter,15,15.0,11.9845
S0806,S0806_snr_15dB_helicopter.wav,male_0162.wav,helicopter,15,15.0,14.0301
S0807,S0807_snr_15dB_helicopter.wav,male_0446.wav,helicopter,15,15.0,19.4054
S0809,S0809_snr_15dB_helicopter.wav,male_0999.wav,helicopter,15,15.0,7.32
S0811,S0811_snr_15dB_helicopter.wav,male_0657.wav,helicopter,15,15.0,4.3806
S0812,S0812_snr_15dB_wind.wav,male_0788.wav,wind,15,15.0,5.6511
S0813,S0813_snr_15dB_wind.wav,male_0900.wav,wind,15,15.0,4.0423
S0815,S0815_snr_15dB_wind.wav,male_0937.wav,wind,15,15.0,4.82
S0816,S0816_snr_15dB_wind.wav,male_0699.wav,wind,15,15.0,7.5645
S0817,S0817_snr_15dB_wind.wav,male_0118.wav,wind,15,15.0,10.96
S0818,S0818_snr_15dB_wind.wav,male_0739.wav,wind,15,15.0,4.233
S0819,S0819_snr_15dB_wind.wav,male_0831.wav,wind,15,15.0,13.52
S0820,S0820_snr_15dB_wind.wav,male_0012.wav,wind,15,15.0,3.6244
S0821,S0821_snr_15dB_wind.wav,male_0567.wav,wind,15,15.0,3.0742
S0822,S0822_snr_15dB_wind.wav,male_0258.wav,wind,15,15.0,3.219
S0823,S0823_snr_15dB_wind.wav,male_0542.wav,wind,15,15.0,3.6748
S0824,S0824_snr_15dB_wind.wav,male_0480.wav,wind,15,15.0,4.8524
S0825,S0825_snr_15dB_wind.wav,male_0964.wav,wind,15,15.0,8.8771
S0826,S0826_snr_15dB_wind.wav,male_0391.wav,wind,15,15.0,3.3999
S0827,S0827_snr_15dB_wind.wav,male_0395.wav,wind,15,15.0,19.6899
S0828,S0828_snr_15dB_wind.wav,male_0066.wav,wind,15,15.0,10.4211
S0830,S0830_snr_15dB_wind.wav,male_0957.wav,wind,15,15.0,6.6285
S0831,S0831_snr_15dB_wind.wav,male_0697.wav,wind,15,15.0,11.8029
S0833,S0833_snr_15dB_wind.wav,male_0959.wav,wind,15,15.0,6.67
S0834,S0834_snr_15dB_wind.wav,male_0643.wav,wind,15,15.0,3.8304
S0836,S0836_snr_20dB_armored_vehicle.wav,male_0113.wav,armored_vehicle,20,20.0,5.163
S0837,S0837_snr_20dB_armored_vehicle.wav,male_0049.wav,armored_vehicle,20,20.0,16.2711
S0838,S0838_snr_20dB_armored_vehicle.wav,male_0774.wav,armored_vehicle,20,20.0,5.8232
S0839,S0839_snr_20dB_armored_vehicle.wav,male_0094.wav,armored_vehicle,20,20.0,17.3141
S0840,S0840_snr_20dB_armored_vehicle.wav,male_0506.wav,armored_vehicle,20,20.0,6.0168
S0841,S0841_snr_20dB_armored_vehicle.wav,male_0522.wav,armored_vehicle,20,20.0,6.352
S0842,S0842_snr_20dB_armored_vehicle.wav,male_0142.wav,armored_vehicle,20,20.0,8.5007
S0843,S0843_snr_20dB_armored_vehicle.wav,male_0882.wav,armored_vehicle,20,20.0,9.1675
S0844,S0844_snr_20dB_armored_vehicle.wav,male_0926.wav,armored_vehicle,20,20.0,8.6212
S0845,S0845_snr_20dB_armored_vehicle.wav,male_0409.wav,armored_vehicle,20,20.0,7.8012
S0846,S0846_snr_20dB_armored_vehicle.wav,male_0598.wav,armored_vehicle,20,20.0,9.0
S0847,S0847_snr_20dB_armored_vehicle.wav,male_0439.wav,armored_vehicle,20,20.0,5.9184
S0848,S0848_snr_20dB_armored_vehicle.wav,male_0599.wav,armored_vehicle,20,20.0,8.0
S0849,S0849_snr_20dB_armored_vehicle.wav,male_0765.wav,armored_vehicle,20,20.0,4.7
S0851,S0851_snr_20dB_armored_vehicle.wav,male_0552.wav,armored_vehicle,20,20.0,4.8123
S0852,S0852_snr_20dB_armored_vehicle.wav,male_0975.wav,armored_vehicle,20,20.0,8.3
S0853,S0853_snr_20dB_armored_vehicle.wav,male_0763.wav,armored_vehicle,20,20.0,25.4898
S0854,S0854_snr_20dB_armored_vehicle.wav,male_0253.wav,armored_vehicle,20,20.0,3.04
S0856,S0856_snr_20dB_armored_vehicle.wav,male_0272.wav,armored_vehicle,20,20.0,4.6294
S0858,S0858_snr_20dB_armored_vehicle.wav,male_0470.wav,armored_vehicle,20,20.0,3.9085
S0859,S0859_snr_20dB_artillery.wav,male_0659.wav,artillery,20,20.0,4.9694
S0860,S0860_snr_20dB_artillery.wav,male_0406.wav,artillery,20,20.0,26.4312
S0861,S0861_snr_20dB_artillery.wav,male_0512.wav,artillery,20,20.0,9.7885
S0862,S0862_snr_20dB_artillery.wav,male_0672.wav,artillery,20,20.0,3.6901
S0863,S0863_snr_20dB_artillery.wav,male_0218.wav,artillery,20,20.0,23.0961
S0864,S0864_snr_20dB_artillery.wav,male_0323.wav,artillery,20,20.0,5.5476
S0865,S0865_snr_20dB_artillery.wav,male_0736.wav,artillery,20,20.0,9.0388
S0866,S0866_snr_20dB_artillery.wav,male_0581.wav,artillery,20,20.0,5.0689
S0868,S0868_snr_20dB_artillery.wav,male_0068.wav,artillery,20,20.0,6.0
S0869,S0869_snr_20dB_artillery.wav,male_0275.wav,artillery,20,20.0,12.1661
S0870,S0870_snr_20dB_artillery.wav,male_0411.wav,artillery,20,20.0,7.3133
S0872,S0872_snr_20dB_artillery.wav,male_0825.wav,artillery,20,20.0,3.7571
S0873,S0873_snr_20dB_artillery.wav,male_0983.wav,artillery,20,20.0,4.814
S0874,S0874_snr_20dB_artillery.wav,male_0842.wav,artillery,20,20.0,5.0401
S0875,S0875_snr_20dB_artillery.wav,male_0235.wav,artillery,20,20.0,3.0597
S0876,S0876_snr_20dB_artillery.wav,male_0058.wav,artillery,20,20.0,6.3986
S0877,S0877_snr_20dB_artillery.wav,male_0795.wav,artillery,20,20.0,3.1617
S0878,S0878_snr_20dB_artillery.wav,male_0787.wav,artillery,20,20.0,3.5655
S0879,S0879_snr_20dB_artillery.wav,male_0864.wav,artillery,20,20.0,10.3936
S0880,S0880_snr_20dB_artillery.wav,male_0333.wav,artillery,20,20.0,3.2591
S0881,S0881_snr_20dB_artillery.wav,male_0702.wav,artillery,20,20.0,5.48
S0882,S0882_snr_20dB_artillery.wav,male_0225.wav,artillery,20,20.0,3.0013
S0883,S0883_snr_20dB_drone.wav,male_0571.wav,drone,20,20.0,6.3487
S0887,S0887_snr_20dB_drone.wav,male_0389.wav,drone,20,20.0,6.02
S0888,S0888_snr_20dB_drone.wav,male_0474.wav,drone,20,20.0,4.3734
S0889,S0889_snr_20dB_drone.wav,male_0168.wav,drone,20,20.0,11.2
S0891,S0891_snr_20dB_drone.wav,male_0747.wav,drone,20,20.0,7.6667
S0893,S0893_snr_20dB_drone.wav,male_0176.wav,drone,20,20.0,6.9003
S0894,S0894_snr_20dB_drone.wav,male_0908.wav,drone,20,20.0,11.9462
S0896,S0896_snr_20dB_drone.wav,male_0074.wav,drone,20,20.0,14.8696
S0897,S0897_snr_20dB_drone.wav,male_0664.wav,drone,20,20.0,5.4867
S0898,S0898_snr_20dB_drone.wav,male_0700.wav,drone,20,20.0,24.3773
S0899,S0899_snr_20dB_drone.wav,male_0971.wav,drone,20,20.0,3.5414
S0900,S0900_snr_20dB_drone.wav,male_0274.wav,drone,20,20.0,5.0838
S0901,S0901_snr_20dB_drone.wav,male_0687.wav,drone,20,20.0,5.1491
S0903,S0903_snr_20dB_drone.wav,male_0364.wav,drone,20,20.0,4.5014
S0904,S0904_snr_20dB_drone.wav,male_0380.wav,drone,20,20.0,3.44
S0905,S0905_snr_20dB_drone.wav,male_0167.wav,drone,20,20.0,4.7944
S0906,S0906_snr_20dB_drone.wav,male_0374.wav,drone,20,20.0,7.1636
S0907,S0907_snr_20dB_siren.wav,male_0855.wav,siren,20,20.0,4.884
S0908,S0908_snr_20dB_siren.wav,male_0651.wav,siren,20,20.0,4.5873
S0909,S0909_snr_20dB_siren.wav,male_0465.wav,siren,20,20.0,4.3494
S0910,S0910_snr_20dB_siren.wav,male_0955.wav,siren,20,20.0,10.0659
S0913,S0913_snr_20dB_siren.wav,male_0888.wav,siren,20,20.0,8.2732
S0914,S0914_snr_20dB_siren.wav,male_0979.wav,siren,20,20.0,5.9756
S0915,S0915_snr_20dB_siren.wav,male_0876.wav,siren,20,20.0,9.755
S0916,S0916_snr_20dB_siren.wav,male_0082.wav,siren,20,20.0,3.7896
S0917,S0917_snr_20dB_siren.wav,male_0297.wav,siren,20,20.0,6.9341
S0918,S0918_snr_20dB_siren.wav,male_0792.wav,siren,20,20.0,3.3956
S0922,S0922_snr_20dB_siren.wav,male_0072.wav,siren,20,20.0,3.3403
S0923,S0923_snr_20dB_siren.wav,male_0722.wav,siren,20,20.0,3.9881
S0924,S0924_snr_20dB_siren.wav,male_0197.wav,siren,20,20.0,6.698
S0925,S0925_snr_20dB_siren.wav,male_0592.wav,siren,20,20.0,29.6965
S0926,S0926_snr_20dB_siren.wav,male_0371.wav,siren,20,20.0,6.8074
S0927,S0927_snr_20dB_siren.wav,male_0883.wav,siren,20,20.0,6.8304
S0928,S0928_snr_20dB_siren.wav,male_0907.wav,siren,20,20.0,11.2366
S0929,S0929_snr_20dB_siren.wav,male_0634.wav,siren,20,20.0,4.3065
S0930,S0930_snr_20dB_siren.wav,male_0644.wav,siren,20,20.0,7.84
S0931,S0931_snr_20dB_gunshot.wav,male_0850.wav,gunshot,20,20.0,8.1279
S0932,S0932_snr_20dB_gunshot.wav,male_0301.wav,gunshot,20,20.0,9.0034
S0933,S0933_snr_20dB_gunshot.wav,male_0566.wav,gunshot,20,20.0,3.3454
S0934,S0934_snr_20dB_gunshot.wav,male_0081.wav,gunshot,20,20.0,3.3676
S0935,S0935_snr_20dB_gunshot.wav,male_0388.wav,gunshot,20,20.0,24.0624
S0936,S0936_snr_20dB_gunshot.wav,male_0128.wav,gunshot,20,20.0,3.7989
S0937,S0937_snr_20dB_gunshot.wav,male_0550.wav,gunshot,20,20.0,8.8493
S0938,S0938_snr_20dB_gunshot.wav,male_0471.wav,gunshot,20,20.0,3.94
S0939,S0939_snr_20dB_gunshot.wav,male_0748.wav,gunshot,20,20.0,19.0297
S0940,S0940_snr_20dB_gunshot.wav,male_0045.wav,gunshot,20,20.0,4.1816
S0941,S0941_snr_20dB_gunshot.wav,male_0827.wav,gunshot,20,20.0,12.1056
S0942,S0942_snr_20dB_gunshot.wav,male_0271.wav,gunshot,20,20.0,5.6018
S0943,S0943_snr_20dB_gunshot.wav,male_0619.wav,gunshot,20,20.0,7.5758
S0945,S0945_snr_20dB_gunshot.wav,male_0868.wav,gunshot,20,20.0,10.9
S0947,S0947_snr_20dB_gunshot.wav,male_0100.wav,gunshot,20,20.0,3.979
S0949,S0949_snr_20dB_gunshot.wav,male_0095.wav,gunshot,20,20.0,4.7417
S0950,S0950_snr_20dB_gunshot.wav,male_0991.wav,gunshot,20,20.0,7.4192
S0951,S0951_snr_20dB_gunshot.wav,male_0345.wav,gunshot,20,20.0,25.8657
S0953,S0953_snr_20dB_gunshot.wav,male_0221.wav,gunshot,20,20.0,10.4198
S0954,S0954_snr_20dB_gunshot.wav,male_0160.wav,gunshot,20,20.0,5.4354
S0955,S0955_snr_20dB_helicopter.wav,male_0965.wav,helicopter,20,20.0,3.1892
S0956,S0956_snr_20dB_helicopter.wav,male_0349.wav,helicopter,20,20.0,9.6174
S0957,S0957_snr_20dB_helicopter.wav,male_0984.wav,helicopter,20,20.0,18.8171
S0958,S0958_snr_20dB_helicopter.wav,male_0715.wav,helicopter,20,20.0,5.5497
S0959,S0959_snr_20dB_helicopter.wav,male_0164.wav,helicopter,20,20.0,15.5416
S0960,S0960_snr_20dB_helicopter.wav,male_0826.wav,helicopter,20,20.0,8.16
S0961,S0961_snr_20dB_helicopter.wav,male_0778.wav,helicopter,20,20.0,6.4381
S0962,S0962_snr_20dB_helicopter.wav,male_0007.wav,helicopter,20,20.0,3.4501
S0963,S0963_snr_20dB_helicopter.wav,male_0891.wav,helicopter,20,20.0,3.5946
S0964,S0964_snr_20dB_helicopter.wav,male_0829.wav,helicopter,20,20.0,8.1548
S0965,S0965_snr_20dB_helicopter.wav,male_0285.wav,helicopter,20,20.0,7.7195
S0967,S0967_snr_20dB_helicopter.wav,male_0460.wav,helicopter,20,20.0,5.5931
S0968,S0968_snr_20dB_helicopter.wav,male_0226.wav,helicopter,20,20.0,6.7156
S0969,S0969_snr_20dB_helicopter.wav,male_0430.wav,helicopter,20,20.0,8.8513
S0970,S0970_snr_20dB_helicopter.wav,male_0987.wav,helicopter,20,20.0,6.7119
S0972,S0972_snr_20dB_helicopter.wav,male_0666.wav,helicopter,20,20.0,3.641
S0973,S0973_snr_20dB_helicopter.wav,male_0734.wav,helicopter,20,20.0,24.5644
S0975,S0975_snr_20dB_helicopter.wav,male_0575.wav,helicopter,20,20.0,13.0608
S0976,S0976_snr_20dB_helicopter.wav,male_0028.wav,helicopter,20,20.0,3.2119
S0977,S0977_snr_20dB_helicopter.wav,male_0617.wav,helicopter,20,20.0,5.9944
S0978,S0978_snr_20dB_wind.wav,male_0518.wav,wind,20,20.0,7.92
S0979,S0979_snr_20dB_wind.wav,male_0239.wav,wind,20,20.0,4.7511
S0980,S0980_snr_20dB_wind.wav,male_0224.wav,wind,20,20.0,7.1401
S0981,S0981_snr_20dB_wind.wav,male_0096.wav,wind,20,20.0,4.4412
S0982,S0982_snr_20dB_wind.wav,male_0031.wav,wind,20,20.0,6.8881
S0983,S0983_snr_20dB_wind.wav,male_0033.wav,wind,20,20.0,7.6633
S0984,S0984_snr_20dB_wind.wav,male_0433.wav,wind,20,20.0,3.8333
S0985,S0985_snr_20dB_wind.wav,male_0605.wav,wind,20,20.0,5.2067
S0986,S0986_snr_20dB_wind.wav,male_0090.wav,wind,20,20.0,14.3307
S0987,S0987_snr_20dB_wind.wav,male_0559.wav,wind,20,20.0,6.7351
S0989,S0989_snr_20dB_wind.wav,male_0759.wav,wind,20,20.0,5.28
S0991,S0991_snr_20dB_wind.wav,male_0105.wav,wind,20,20.0,4.8375
S0992,S0992_snr_20dB_wind.wav,male_0755.wav,wind,20,20.0,14.6932
S0993,S0993_snr_20dB_wind.wav,male_0143.wav,wind,20,20.0,15.8172
S0994,S0994_snr_20dB_wind.wav,male_0229.wav,wind,20,20.0,5.6966
S0995,S0995_snr_20dB_wind.wav,male_0251.wav,wind,20,20.0,3.1178
S0996,S0996_snr_20dB_wind.wav,male_0282.wav,wind,20,20.0,7.8946
S0997,S0997_snr_20dB_wind.wav,male_0760.wav,wind,20,20.0,9.7546
S0998,S0998_snr_20dB_wind.wav,male_0026.wav,wind,20,20.0,9.2609
S0999,S0999_snr_20dB_wind.wav,male_0115.wav,wind,20,20.0,3.5064
S1000,S1000_snr_20dB_wind.wav,male_0655.wav,wind,20,20.0,4.7375
