sample_id,noisy_filename,clean_filename,noise_filename,noise_category,target_snr_db,measured_snr_db,snr_error_db,duration_sec,sample_rate,channels,bit_depth,clean_rms,noise_rms_before_scaling,noise_scaling_factor,flag_large_snr_error,gender,age_group,primary_language,native_place_state,native_place_district,highest_qualification,job_category,occupation_domain
S0526,S0526_snr_10dB_artillery.wav,male_0184.wav,freesound_community-tribute-cannon-104430.mp3,artillery,10,10.0,0.0,4.7849,16000,1,16,0.195016,0.05706,0.90704581,False,Male,18-30,Odia,Odisha,Sundergarh,Post Graduate,Full Time,Education and Research
S0527,S0527_snr_10dB_artillery.wav,male_0998.wav,49053354-launching-missile-313226.mp3,artillery,10,10.0,-0.0,4.7939,16000,1,16,0.189802,0.137296,0.43573421,False,Male,18-30,Nepali,West Bengal,Kalimpong,Post Graduate,Part Time,Social service
S0528,S0528_snr_10dB_artillery.wav,male_0423.wav,freesound_community-scificannon-36209.mp3,artillery,10,10.0,0.0,5.7752,16000,1,16,0.050279,0.098399,0.15706634,False,Male,60+,Odia,Odisha,Sundergarh,Graduate,Freelance,Education and Research
S0529,S0529_snr_10dB_artillery.wav,male_0182.wav,singularitysmarauder-powerful-cannon-254542.mp3,artillery,10,10.0,0.0,6.9581,16000,1,16,0.138856,0.233127,0.17826615,False,Male,18-30,Bengali,West Bengal,Kolkata,Doctoral (PhD) or higher level,Full Time,Education and Research
S0530,S0530_snr_10dB_artillery.wav,male_0905.wav,freesound_community-071180_laser-gun-cannon-shotmp3-88117.mp3,artillery,10,10.0,0.0,3.6749,16000,1,16,0.114238,0.102155,0.68731316,False,Male,30-45,Kashmiri,Jammu Kashmir,Anantnag,Doctoral (PhD) or higher level,Full Time,Education and Research
S0531,S0531_snr_10dB_artillery.wav,male_0862.wav,snoops_audio-08-weaponry-ultra-heavy-cannon-a-343786.mp3,artillery,10,10.0,0.0,4.9623,16000,1,16,0.105464,0.33446,0.10304327,False,Male,18-30,Urdu,Bihar,Gaya,Graduate,Full Time,Technology and Services
S0532,S0532_snr_10dB_artillery.wav,male_0650.wav,freesound_community-cannon-shot-6153.mp3,artillery,10,10.0,0.0,3.7202,16000,1,16,0.162154,0.071963,0.54919416,False,Male,60+,Konkani,Goa,North Goa,Graduate,Full Time,Financial Services (Banking and Insurance)
S0533,S0533_snr_10dB_artillery.wav,male_0746.wav,freesound_community-explosion-6055.mp3,artillery,10,10.0,-0.0,15.5522,16000,1,16,0.064195,0.150909,0.13589173,False,Male,60+,Konkani,Goa,North Goa,Graduate,Full Time,Financial Services (Banking and Insurance)
S0534,S0534_snr_10dB_artillery.wav,male_0701.wav,soundtaker-heavy-shot-sound-477215 (1).mp3,artillery,10,10.0,-0.0,19.3347,16000,1,16,0.065115,0.162408,0.14294957,False,Male,45-60,Bodo,Assam,Udalguri,Doctoral (PhD) or higher level,Freelance,Education and Research
S0535,S0535_snr_10dB_artillery.wav,male_0106.wav,freesound_community-new-year-celebration-2019-distant-fireworks-18893.mp3,artillery,10,10.0,-0.0,13.2667,16000,1,16,0.118218,0.016348,1.5025122,False,Male,30-45,Urdu,Gujarat,Ahmedabad,Graduate,Full Time,Technology and Services
S0536,S0536_snr_10dB_artillery.wav,male_0920.wav,alban_gogh-quot-sound-of-war-quot-sound-effect-460937.mp3,artillery,10,10.0,-0.0,15.8904,16000,1,16,0.046731,0.13536,0.10194276,False,Male,30-45,Dogri,Jammu Kashmir,Jammu,Graduate,Full Time,Technology and Services
S0537,S0537_snr_10dB_artillery.wav,male_0652.wav,freesound_community-zis-3-3-guns-and-firework-in-honor-of-victory-day-2019-moscow-26576.mp3,artillery,10,10.0,0.0,6.16,16000,1,16,0.039635,0.082404,0.45055174,False,Male,45-60,Kannada,Karnataka,Shimoga,Post Graduate,Other,Manufacturing
S0538,S0538_snr_10dB_artillery.wav,male_0367.wav,freesound_community-laser-cannon-02-33201 (2).mp3,artillery,10,10.0,-0.0,15.3628,16000,1,16,0.086725,0.065798,0.41126298,False,Male,45-60,Telugu,Telangana,Hyderabad,Doctoral (PhD) or higher level,Full Time,Education and Research
S0539,S0539_snr_10dB_artillery.wav,male_0620.wav,magiaz-war_tank-481278.mp3,artillery,10,10.0,0.0,5.061,16000,1,16,0.064892,0.186773,0.10982379,False,Male,18-30,Telugu,Andhra Pradesh,Prakasam,Under Graduate Student,Full Time,Technology and Services
S0540,S0540_snr_10dB_artillery.wav,male_0906.wav,freesound_community-explode-80294.mp3,artillery,10,10.0,-0.0,3.7954,16000,1,16,0.083893,0.140782,0.18122178,False,Male,18-30,Malayalam,Kerala,Malappuram,Graduate,Full Time,Technology and Services
S0541,S0541_snr_10dB_artillery.wav,male_0316.wav,freesound_community-ramazan-topu-33430.mp3,artillery,10,10.0,0.0,6.8786,16000,1,16,0.063264,0.056778,0.62622963,False,Male,18-30,Assamese,Assam,Kamrup Metropolitan,Post Graduate,Full Time,Education and Research
S0542,S0542_snr_10dB_artillery.wav,male_0043.wav,mountaindweller-distant-explosions-deep-in-the-mountains-222408.mp3,artillery,10,10.0,-0.0,3.149,16000,1,16,0.095886,0.057473,0.6288258,False,Male,18-30,Odia,Odisha,Sundergarh,Post Graduate,Full Time,Education and Research
S0543,S0543_snr_10dB_artillery.wav,male_0131.wav,voicebosch-the-moses-laser-cannon-182841.mp3,artillery,10,10.0,0.0,9.0183,16000,1,16,0.100256,0.065955,0.33409685,False,Male,60+,Punjabi,Punjab,Rupnagar,Graduate,Other,Government
S0544,S0544_snr_10dB_artillery.wav,male_0441.wav,snoops_audio-08-weaponry-ultra-heavy-cannon-b-343781.mp3,artillery,10,10.0,0.0,4.881,16000,1,16,0.059856,0.286642,0.06674911,False,Male,60+,Assamese,Assam,Biswanath,Post Graduate,Other,Education and Research
S0545,S0545_snr_10dB_artillery.wav,male_0152.wav,freesound_community-artillery-shots-33757.mp3,artillery,10,10.0,-0.0,9.1314,16000,1,16,0.023551,0.09197,0.07099676,False,Male,18-30,Hindi,Maharashtra,Pune,Under Graduate Student,Freelance,Financial Services (Banking and Insurance)
S0546,S0546_snr_10dB_artillery.wav,male_0589.wav,freesound_community-043059_ss39s-pulse-cannon-audio-63212.mp3,artillery,10,10.0,0.0,4.4095,16000,1,16,0.071321,0.236295,0.06225859,False,Male,45-60,Malayalam,Kerala,Pathanamthitta,Graduate,Full Time,Government
S0547,S0547_snr_10dB_artillery.wav,male_0037.wav,magiazzz-cannon_shot-560886.mp3,artillery,10,10.0,0.0,5.2752,16000,1,16,0.028051,0.23491,0.03863258,False,Male,30-45,Kannada,Karnataka,Bangalore Urban,Post Graduate,Full Time,Education and Research
S0548,S0548_snr_10dB_artillery.wav,male_0153.wav,freesound_community-explosion-91872.mp3,artillery,10,10.0,0.0,8.5765,16000,1,16,0.039556,0.261409,0.04669255,False,Male,18-30,Kashmiri,Jammu Kashmir,Srinagar,Post Graduate,Other,Education and Research
S0549,S0549_snr_10dB_artillery.wav,male_0677.wav,freesound_community-feuerwerk-05-29584.mp3,artillery,10,10.0,0.0,8.8629,16000,1,16,0.102409,0.0823,0.39589458,False,Male,18-30,Nepali,West Bengal,Kalimpong,Post Graduate,Part Time,Social service
S0550,S0550_snr_10dB_drone.wav,male_0961.wav,cold-drone-with-whisper-l-mgzp27b6.wav,drone,10,10.0,0.0,6.2423,16000,1,16,0.111716,0.16482,0.21183011,False,Male,30-45,Gujarati,Gujarat,Sabarkantha,Post Graduate,Part Time,Education and Research
S0551,S0551_snr_10dB_drone.wav,male_0602.wav,som-de-drone-ligando-othompie.wav,drone,10,10.0,0.0,7.8527,16000,1,16,0.059946,0.228499,0.07624828,False,Male,30-45,Tamil,Karnataka,Bangalore Rural,Doctoral (PhD) or higher level,Full Time,Education and Research
S0552,S0552_snr_10dB_drone.wav,male_0438.wav,woosh-drone-sound-gbzwb7ra.wav,drone,10,10.0,0.0,12.9711,16000,1,16,0.094098,0.186737,0.13929122,False,Male,45-60,Nepali,Meghalaya,Ri Bhoi,Post Graduate,Full Time,Education and Research
S0553,S0553_snr_10dB_drone.wav,male_0453.wav,deep-atmospheric-dronedis-34zywgub.wav,drone,10,10.0,0.0,3.3666,16000,1,16,0.019778,0.129012,0.16331165,False,Male,30-45,Maithili,Bihar,Darbhanga,Post Graduate,Full Time,Education and Research
S0554,S0554_snr_10dB_drone.wav,male_0786.wav,-truth-abyssdeep-void-dro-jndvgznz.wav,drone,10,10.0,0.0,3.9746,16000,1,16,0.22018,0.091965,3.35836698,False,Male,30-45,Urdu,Gujarat,Ahmedabad,Graduate,Full Time,Technology and Services
S0555,S0555_snr_10dB_drone.wav,male_0269.wav,unsettling-drones-breathi-3ixnipwo.wav,drone,10,10.0,0.0,6.9911,16000,1,16,0.186213,0.085297,0.69578631,False,Male,30-45,Punjabi,Punjab,Mansa,Post Graduate,Full Time,Government
S0556,S0556_snr_10dB_drone.wav,male_0134.wav,red-glowing-ambience--dro-7f3kxdli.wav,drone,10,10.0,0.0,27.0051,16000,1,16,0.047823,0.130229,0.11305466,False,Male,18-30,Kashmiri,Jammu Kashmir,Srinagar,Post Graduate,Other,Education and Research
S0557,S0557_snr_10dB_drone.wav,male_0342.wav,se_udkfz2yx52la5zfe.wav,drone,10,10.0,-0.0,5.2561,16000,1,16,0.198507,0.110372,0.53838937,False,Male,30-45,Urdu,Gujarat,Ahmedabad,Graduate,Full Time,Technology and Services
S0558,S0558_snr_10dB_drone.wav,male_0804.wav,low-ominous-drone-with-su-pl6g5svb.wav,drone,10,10.0,0.0,17.4026,16000,1,16,0.053749,0.116721,0.11376149,False,Male,18-30,Konkani,Goa,South Goa,Post Graduate,Full Time,Technology and Services
S0559,S0559_snr_10dB_drone.wav,male_0046.wav,create-a-60-second-loopab-azbm6hho.wav,drone,10,10.0,-0.0,7.2456,16000,1,16,0.139698,0.168922,0.22666302,False,Male,18-30,Gujarati,Gujarat,Sabarkantha,Post Graduate,Full Time,Information and Media
S0560,S0560_snr_10dB_drone.wav,male_0284.wav,low-anticipatory-drone-guybix22.wav,drone,10,10.0,0.0,5.9299,16000,1,16,0.01918,0.282382,0.02142393,False,Male,30-45,Maithili,Bihar,Darbhanga,Post Graduate,Full Time,Education and Research
S0561,S0561_snr_10dB_drone.wav,male_0653.wav,se_onr2u2dgr6v27nl5.wav,drone,10,10.0,0.0,5.0474,16000,1,16,0.0643,0.091286,0.28953902,False,Male,45-60,Telugu,Telangana,Hyderabad,Doctoral (PhD) or higher level,Full Time,Education and Research
S0562,S0562_snr_10dB_drone.wav,male_0949.wav,narrowband-tension-hum--n-mq3yt5aj.wav,drone,10,10.0,0.0,9.0668,16000,1,16,0.079935,0.279754,0.09015682,False,Male,18-30,Odia,Odisha,Sundergarh,Post Graduate,Full Time,Education and Research
S0563,S0563_snr_10dB_drone.wav,male_0053.wav,dark-horror-swell-drone-c-5ll57qgu.wav,drone,10,10.0,0.0,3.5497,16000,1,16,0.078841,0.131894,0.16281522,False,Male,45-60,Tamil,Tamil Nadu,Karur,Post Graduate,Full Time,Information and Media
S0564,S0564_snr_10dB_drone.wav,male_0822.wav,big-drone-sound-cbn4mq3j.wav,drone,10,10.0,0.0,8.4454,16000,1,16,0.048322,0.319066,0.0478283,False,Male,30-45,Maithili,Bihar,Samastipur,Doctoral (PhD) or higher level,Full Time,Education and Research
S0565,S0565_snr_10dB_drone.wav,male_0780.wav,minimal-ambient-drone-exp-ijn5h2nd.wav,drone,10,10.0,0.0,7.8039,16000,1,16,0.022082,0.153174,0.0429749,False,Male,30-45,Maithili,Bihar,Darbhanga,Post Graduate,Full Time,Education and Research
S0566,S0566_snr_10dB_drone.wav,male_0978.wav,deep-low-frequency-ambien-6gkqqlim.wav,drone,10,10.0,0.0,3.5847,16000,1,16,0.113562,0.230502,0.12982216,False,Male,18-30,Assamese,Assam,Kamrup Metropolitan,Post Graduate,Full Time,Education and Research
S0567,S0567_snr_10dB_drone.wav,male_0600.wav,se_va2i4quyjxkl6gam.wav,drone,10,10.0,-0.0,7.3659,16000,1,16,0.032664,0.143683,0.08503956,False,Male,45-60,Bodo,Assam,Udalguri,Doctoral (PhD) or higher level,Freelance,Education and Research
S0568,S0568_snr_10dB_drone.wav,male_0209.wav,se_zn3y5l2wuw5z5xh7.wav,drone,10,10.0,0.0,3.7874,16000,1,16,0.050306,0.050568,4.5745136,False,Male,18-30,Assamese,Assam,Lakhimpur,Post Graduate,Full Time,Technology and Services
S0569,S0569_snr_10dB_drone.wav,male_0352.wav,tanpura-sound-layered-wit-lyvssbrr.wav,drone,10,10.0,0.0,7.1497,16000,1,16,0.143617,0.111023,0.35031709,False,Male,30-45,Gujarati,Gujarat,Sabarkantha,Post Graduate,Part Time,Education and Research
S0570,S0570_snr_10dB_drone.wav,male_0216.wav,very-deep-ship-foghorn-mi-dyrqwp53.wav,drone,10,10.0,-0.0,8.8991,16000,1,16,0.043258,0.184367,0.0751373,False,Male,18-30,Konkani,Goa,South Goa,Post Graduate,Full Time,Technology and Services
S0571,S0571_snr_10dB_drone.wav,male_0289.wav,som-do-drone-dji-mini-kjelidno.wav,drone,10,10.0,0.0,5.0358,16000,1,16,0.069241,0.092452,0.17471891,False,Male,45-60,Telugu,Telangana,Hyderabad,Doctoral (PhD) or higher level,Full Time,Education and Research
S0572,S0572_snr_10dB_drone.wav,male_0279.wav,low-suspense-drone-emotio-pkyf3uae.wav,drone,10,10.0,0.0,3.5551,16000,1,16,0.168209,0.236375,0.21079038,False,Male,30-45,Kannada,Karnataka,Shimoga,Post Graduate,Full Time,Education and Research
S0573,S0573_snr_10dB_drone.wav,male_0954.wav,"Low,_sustained_elect_#3-1789002853304.mp3",drone,10,10.0,0.0,9.48,16000,1,16,0.120833,0.093207,0.41067614,False,Male,18-30,Nepali,West Bengal,Kalimpong,Post Graduate,Part Time,Social service
S0574,S0574_snr_10dB_siren.wav,male_0821.wav,nuclear_warning_alar_#1-1789013019213.mp3,siren,10,10.0,0.0,6.7374,16000,1,16,0.088782,0.210626,0.13385052,False,Male,30-45,Bodo,Assam,Kokrajhar,Post Graduate,Other,Education and Research
S0575,S0575_snr_10dB_siren.wav,male_0110.wav,siren-military-alarm.wav,siren,10,10.0,0.0,6.1699,16000,1,16,0.105101,0.207352,0.12901381,False,Male,45-60,Nepali,Meghalaya,Ri Bhoi,Post Graduate,Full Time,Education and Research
S0576,S0576_snr_10dB_siren.wav,male_0119.wav,"Loud,_piercing_war_a_#2-1789013159870.mp3",siren,10,10.0,0.0,3.14,16000,1,16,0.11175,0.163568,0.22064276,False,Male,18-30,Nepali,West Bengal,Kalimpong,Post Graduate,Part Time,Social service
S0577,S0577_snr_10dB_siren.wav,male_0942.wav,jeremayjimenez-austria-eas-alarm-486289.mp3,siren,10,10.0,0.0,5.6482,16000,1,16,0.088669,0.168409,0.15838445,False,Male,18-30,Konkani,Goa,South Goa,Post Graduate,Full Time,Technology and Services
S0578,S0578_snr_10dB_siren.wav,male_0138.wav,war-alarm-sound-long.mp3,siren,10,10.0,-0.0,4.083,16000,1,16,0.096191,0.132944,0.1733461,False,Male,18-30,Odia,Odisha,Sundergarh,Post Graduate,Full Time,Education and Research
S0579,S0579_snr_10dB_siren.wav,male_0107.wav,freesound_community-siren_short_low-78304.mp3,siren,10,10.0,0.0,19.2499,16000,1,16,0.032188,0.051703,0.19602204,False,Male,18-30,Dogri,Jammu Kashmir,Jammu,Senior Secondary Level at School (10+2),Full Time,Technology and Services
S0580,S0580_snr_10dB_siren.wav,male_0307.wav,the-sound-of-an-air-raid-siren.mp3,siren,10,10.0,-0.0,7.9397,16000,1,16,0.076588,0.052361,0.50832515,False,Male,45-60,Nepali,Meghalaya,Ri Bhoi,Post Graduate,Full Time,Education and Research
S0581,S0581_snr_10dB_siren.wav,male_0973.wav,matthewvakaliuk73627-russia-eas-alarm-alt-298272.mp3,siren,10,10.0,0.0,5.8801,16000,1,16,0.165674,0.141537,0.35998099,False,Male,30-45,Urdu,Gujarat,Ahmedabad,Graduate,Full Time,Technology and Services
S0582,S0582_snr_10dB_siren.wav,male_0009.wav,11325622-air-raid-siren-sound-effect-241383.mp3,siren,10,10.0,0.0,7.58,16000,1,16,0.071397,0.068735,0.64221739,False,Male,18-30,Nepali,West Bengal,Kalimpong,Post Graduate,Part Time,Social service
S0583,S0583_snr_10dB_siren.wav,male_0823.wav,dennish18-military-alarm-129017.mp3,siren,10,10.0,-0.0,18.1187,16000,1,16,0.004995,0.155877,0.00951732,False,Male,30-45,Sindhi,Rajasthan,Ajmer,Post Graduate,Part Time,Government
S0584,S0584_snr_10dB_siren.wav,male_0310.wav,jeremayjimenez-greece-eas-alarm-451404.mp3,siren,10,10.0,0.0,5.0613,16000,1,16,0.020019,0.110197,0.0605652,False,Male,30-45,Kannada,Karnataka,Bangalore Urban,Post Graduate,Full Time,Education and Research
S0585,S0585_snr_10dB_siren.wav,male_0557.wav,96973__kizilsungur__military_alarm.wav,siren,10,10.0,0.0,9.0522,16000,1,16,0.100921,0.156214,0.18781175,False,Male,45-60,Nepali,Meghalaya,Ri Bhoi,Post Graduate,Full Time,Education and Research
S0586,S0586_snr_10dB_siren.wav,male_0744.wav,military_base_alarm_#1-1789013105690.mp3,siren,10,10.0,0.0,5.6268,16000,1,16,0.073581,0.182493,0.12948011,False,Male,18-30,Malayalam,Kerala,Malappuram,Graduate,Full Time,Technology and Services
S0587,S0587_snr_10dB_siren.wav,male_0635.wav,freesound_community-siren-alert-96052.mp3,siren,10,10.0,0.0,3.7401,16000,1,16,0.15211,0.142105,0.33515314,False,Male,30-45,Urdu,Gujarat,Ahmedabad,Graduate,Full Time,Technology and Services
S0588,S0588_snr_10dB_siren.wav,male_0292.wav,jeremayjimenez-austria-eas-alarm-486289 (1).mp3,siren,10,10.0,-0.0,4.2622,16000,1,16,0.019162,0.168409,0.04341257,False,Male,30-45,Maithili,Bihar,Darbhanga,Post Graduate,Full Time,Education and Research
S0589,S0589_snr_10dB_siren.wav,male_0379.wav,mixkit-vintage-manual-fire-siren-1651.wav,siren,10,10.0,0.0,6.6,16000,1,16,0.114064,0.168668,0.1499795,False,Male,18-30,Nepali,West Bengal,Kalimpong,Post Graduate,Part Time,Social service
S0590,S0590_snr_10dB_siren.wav,male_0890.wav,scary-alarm-siren-fx_7bpm.wav,siren,10,10.0,-0.0,3.4323,16000,1,16,0.114268,0.203181,0.13659675,False,Male,18-30,Urdu,Bihar,Gaya,Graduate,Full Time,Technology and Services
S0591,S0591_snr_10dB_siren.wav,male_0630.wav,freesound_community-alarm-26718.mp3,siren,10,10.0,-0.0,10.2,16000,1,16,0.128835,0.328799,0.13001803,False,Male,30-45,Urdu,Gujarat,Ahmedabad,Graduate,Full Time,Technology and Services
S0592,S0592_snr_10dB_siren.wav,male_0358.wav,classic-london-siren-alarm-fx_78bpm.wav,siren,10,10.0,0.0,4.8202,16000,1,16,0.018372,0.162917,0.03383291,False,Male,30-45,Malayalam,Kerala,Palakkad,Post Graduate,Full Time,Technology and Services
S0593,S0593_snr_10dB_siren.wav,male_0713.wav,lazychillzone-air-raid-siren-225303.mp3,siren,10,10.0,0.0,7.0997,16000,1,16,0.053738,0.211005,0.08225527,False,Male,60+,Konkani,Goa,North Goa,Graduate,Full Time,Financial Services (Banking and Insurance)
S0594,S0594_snr_10dB_siren.wav,male_0621.wav,jeremayjimenez-bermuda-eas-alarm-2025-my-own-alarm-441470.mp3,siren,10,10.0,0.0,9.3938,16000,1,16,0.068165,0.248528,0.08584914,False,Male,60+,Konkani,Goa,North Goa,Graduate,Full Time,Financial Services (Banking and Insurance)
S0595,S0595_snr_10dB_siren.wav,male_0519.wav,emergency_alarm.mp3,siren,10,10.0,0.0,10.178,16000,1,16,0.074836,0.447525,0.05323068,False,Male,45-60,Nepali,Meghalaya,Ri Bhoi,Post Graduate,Full Time,Education and Research
S0596,S0596_snr_10dB_siren.wav,male_0663.wav,war-alarm-fx_132bpm.wav,siren,10,10.0,-0.0,10.16,16000,1,16,0.118441,0.121809,0.27653897,False,Male,18-30,Nepali,West Bengal,Kalimpong,Post Graduate,Part Time,Social service
S0597,S0597_snr_10dB_siren.wav,male_0551.wav,jeremayjimenez-taiwan-eas-alarm-501825.mp3,siren,10,10.0,-0.0,8.2464,16000,1,16,0.066844,0.088986,0.21445662,False,Male,30-45,Assamese,Assam,Nagaon,Post Graduate,Full Time,Education and Research
S0598,S0598_snr_10dB_gunshot.wav,male_0076.wav,47.mp3,gunshot,10,10.0,0.0,13.0734,16000,1,16,0.113107,0.100691,0.35603921,False,Male,30-45,Urdu,Gujarat,Ahmedabad,Graduate,Full Time,Technology and Services
S0599,S0599_snr_10dB_gunshot.wav,male_0103.wav,12.mp3,gunshot,10,10.0,0.0,25.0051,16000,1,16,0.03042,0.085466,0.11359452,False,Male,30-45,Maithili,Bihar,Sitamarhi,Graduate,Part Time,Education and Research
S0600,S0600_snr_10dB_gunshot.wav,male_0577.wav,19.mp3,gunshot,10,10.0,0.0,27.2639,16000,1,16,0.046008,0.121212,0.11827176,False,Male,18-30,Konkani,Goa,South Goa,Post Graduate,Full Time,Technology and Services
S0601,S0601_snr_10dB_gunshot.wav,male_0858.wav,10.mp3,gunshot,10,10.0,0.0,6.76,16000,1,16,0.10076,0.165068,0.19080914,False,Male,18-30,Nepali,West Bengal,Kalimpong,Post Graduate,Part Time,Social service
S0602,S0602_snr_10dB_gunshot.wav,male_0010.wav,11.mp3,gunshot,10,10.0,0.0,4.1164,16000,1,16,0.027839,0.121111,0.07233847,False,Male,30-45,Kannada,Karnataka,Bangalore Urban,Post Graduate,Full Time,Education and Research
S0603,S0603_snr_10dB_gunshot.wav,male_0075.wav,52.mp3,gunshot,10,10.0,0.0,4.7603,16000,1,16,0.057819,0.067198,0.30291642,False,Male,30-45,Tamil,Karnataka,Bangalore Rural,Doctoral (PhD) or higher level,Full Time,Education and Research
S0604,S0604_snr_10dB_gunshot.wav,male_0952.wav,22.mp3,gunshot,10,10.0,0.0,14.182,16000,1,16,0.04238,0.134623,0.10531041,False,Male,18-30,Dogri,Jammu Kashmir,Jammu,Senior Secondary Level at School (10+2),Full Time,Technology and Services
S0605,S0605_snr_10dB_gunshot.wav,male_0469.wav,3.mp3,gunshot,10,10.0,-0.0,7.0556,16000,1,16,0.130947,0.144984,0.28901479,False,Male,18-30,Gujarati,Gujarat,Sabarkantha,Post Graduate,Full Time,Information and Media
S0606,S0606_snr_10dB_gunshot.wav,male_0308.wav,39.mp3,gunshot,10,10.0,-0.0,7.0,16000,1,16,0.150898,0.019976,2.35035433,False,Male,30-45,Punjabi,Punjab,Mansa,Post Graduate,Full Time,Government
S0607,S0607_snr_10dB_gunshot.wav,male_0135.wav,63.wav,gunshot,10,10.0,0.0,4.7799,16000,1,16,0.135327,0.330009,0.13019513,False,Male,60+,Konkani,Goa,North Goa,Graduate,Full Time,Financial Services (Banking and Insurance)
S0608,S0608_snr_10dB_gunshot.wav,male_0860.wav,44.mp3,gunshot,10,10.0,0.0,28.0,16000,1,16,0.07049,0.039828,0.58355647,False,Male,18-30,Konkani,Goa,South Goa,Post Graduate,Full Time,Technology and Services
S0609,S0609_snr_10dB_gunshot.wav,male_0885.wav,25.mp3,gunshot,10,10.0,-0.0,6.5988,16000,1,16,0.026679,0.258513,0.0331103,False,Male,60+,Bengali,West Bengal,South 24 Parganas,Post Graduate,Other,Financial Services (Banking and Insurance)
S0610,S0610_snr_10dB_gunshot.wav,male_0245.wav,pistol_gun_sounds_#4-1789002355122.mp3,gunshot,10,10.0,0.0,3.4854,16000,1,16,0.054491,0.107302,0.1558511,False,Male,30-45,Bodo,Assam,Kokrajhar,Post Graduate,Other,Education and Research
S0611,S0611_snr_10dB_gunshot.wav,male_0642.wav,1.mp3,gunshot,10,10.0,0.0,3.0596,16000,1,16,0.071301,0.121212,0.18541533,False,Male,45-60,Malayalam,Kerala,Pathanamthitta,Graduate,Full Time,Government
S0612,S0612_snr_10dB_gunshot.wav,male_0210.wav,drone-elctrico-despegando-stiis7zq.wav,gunshot,10,10.0,-0.0,24.7808,16000,1,16,0.055308,0.089506,0.19595326,False,Male,60+,Konkani,Goa,North Goa,Graduate,Full Time,Financial Services (Banking and Insurance)
S0613,S0613_snr_10dB_gunshot.wav,male_0268.wav,26.mp3,gunshot,10,10.0,0.0,3.6795,16000,1,16,0.090003,0.121111,0.2264315,False,Male,60+,Konkani,Goa,North Goa,Graduate,Full Time,Financial Services (Banking and Insurance)
S0614,S0614_snr_10dB_gunshot.wav,male_0871.wav,56.mp3,gunshot,10,10.0,-0.0,5.08,16000,1,16,0.125487,0.070636,0.60195884,False,Male,18-30,Nepali,West Bengal,Kalimpong,Post Graduate,Part Time,Social service
S0615,S0615_snr_10dB_gunshot.wav,male_0536.wav,24.mp3,gunshot,10,10.0,-0.0,5.232,16000,1,16,0.034736,0.080711,0.15944743,False,Male,30-45,Kannada,Karnataka,Bangalore Urban,Post Graduate,Full Time,Education and Research
S0616,S0616_snr_10dB_gunshot.wav,male_0579.wav,pistol_gun_sounds_#1-1789002355115.mp3,gunshot,10,10.0,0.0,3.28,16000,1,16,0.026463,0.11565,0.06867825,False,Male,18-30,Dogri,Jammu Kashmir,Jammu,Senior Secondary Level at School (10+2),Full Time,Technology and Services
S0617,S0617_snr_10dB_gunshot.wav,male_0846.wav,67.wav,gunshot,10,10.0,0.0,8.9026,16000,1,16,0.097051,0.146283,0.21200549,False,Male,45-60,Urdu,Gujarat,Ahmedabad,Diploma Holder,Other,Government
S0618,S0618_snr_10dB_gunshot.wav,male_0969.wav,42.mp3,gunshot,10,10.0,0.0,16.3158,16000,1,16,0.128531,0.067464,0.61924944,False,Male,30-45,Malayalam,Kerala,Palakkad,Post Graduate,Full Time,Technology and Services
S0619,S0619_snr_10dB_gunshot.wav,male_0084.wav,74.mp3,gunshot,10,10.0,0.0,11.1766,16000,1,16,0.10582,0.155304,0.24438587,False,Male,18-30,Odia,Odisha,Sundergarh,Post Graduate,Full Time,Education and Research
S0620,S0620_snr_10dB_gunshot.wav,male_0041.wav,1.mp3,gunshot,10,10.0,-0.0,6.949,16000,1,16,0.096978,0.121212,0.2669894,False,Male,18-30,Odia,Odisha,Sundergarh,Post Graduate,Full Time,Education and Research
S0621,S0621_snr_10dB_gunshot.wav,male_0609.wav,33.mp3,gunshot,10,10.0,0.0,3.0259,16000,1,16,0.196053,0.134623,2.36914078,False,Male,45-60,Nepali,Meghalaya,Ri Bhoi,Post Graduate,Full Time,Education and Research
S0622,S0622_snr_10dB_helicopter.wav,male_0593.wav,spinopel-patrol-helicopter-492028.mp3,helicopter,10,10.0,0.0,4.7975,16000,1,16,0.018898,0.137112,0.0457002,False,Male,18-30,Hindi,Maharashtra,Pune,Under Graduate Student,Freelance,Financial Services (Banking and Insurance)
S0623,S0623_snr_10dB_helicopter.wav,male_0854.wav,156678__john-sipos__blackhawk.wav,helicopter,10,10.0,0.0,13.0734,16000,1,16,0.051432,0.117571,0.13776111,False,Male,45-60,Bodo,Assam,Udalguri,Doctoral (PhD) or higher level,Freelance,Education and Research
S0624,S0624_snr_10dB_helicopter.wav,male_0584.wav,553509__martineerok__helicopter_passing_by.wav,helicopter,10,10.0,0.0,4.613,16000,1,16,0.081297,0.054081,1.1051866,False,Male,18-30,Urdu,Bihar,Gaya,Graduate,Full Time,Technology and Services
S0625,S0625_snr_10dB_helicopter.wav,male_0123.wav,freesound_community-helicopter-1-77580.mp3,helicopter,10,10.0,0.0,4.8621,16000,1,16,0.106829,0.058764,0.5819496,False,Male,45-60,Malayalam,Kerala,Pathanamthitta,Graduate,Full Time,Government
